date,platform,market,event_name,expected_volume,observed_volume,completeness_pct,schema_version,schema_changed,null_rate_key_property
2026-04-04,iOS,US,priority_rec_impression,26312,26080,0.9912,4,0,0.0061
2026-04-04,iOS,US,priority_rec_viewed,19524,19224,0.9847,4,0,0.0029
2026-04-04,iOS,US,priority_rec_saved,10113,10041,0.9928,4,0,0.0068
2026-04-04,iOS,US,paywall_viewed,1982,1953,0.9852,4,0,0.0032
2026-04-04,iOS,US,checkout_started,656,643,0.9796,4,0,0.0029
2026-04-04,iOS,US,payment_completed,599,590,0.9846,4,0,0.0008
2026-04-04,iOS,US,subscription_activated,595,593,0.9967,4,0,0.0032
2026-04-04,iOS,GB,priority_rec_impression,13728,13658,0.9949,4,0,0.0037
2026-04-04,iOS,GB,priority_rec_viewed,10186,10055,0.9871,4,0,0.0081
2026-04-04,iOS,GB,priority_rec_saved,5276,5211,0.9876,4,0,0.005
2026-04-04,iOS,GB,paywall_viewed,1034,1027,0.9931,4,0,0.0056
2026-04-04,iOS,GB,checkout_started,342,340,0.9927,4,0,0.0031
2026-04-04,iOS,GB,payment_completed,313,312,0.9995,4,0,0.0029
2026-04-04,iOS,GB,subscription_activated,311,307,0.988,4,0,0.0061
2026-04-04,iOS,DE,priority_rec_impression,10296,10097,0.9807,4,0,0.0026
2026-04-04,iOS,DE,priority_rec_viewed,7640,7541,0.9871,4,0,0.0034
2026-04-04,iOS,DE,priority_rec_saved,3957,3905,0.9868,4,0,0.003
2026-04-04,iOS,DE,paywall_viewed,776,761,0.9806,4,0,0.0041
2026-04-04,iOS,DE,checkout_started,257,255,0.9947,4,0,0.0056
2026-04-04,iOS,DE,payment_completed,234,231,0.984,4,0,0.0034
2026-04-04,iOS,DE,subscription_activated,233,230,0.9882,4,0,0.003
2026-04-04,iOS,CA,priority_rec_impression,6864,6796,0.9901,4,0,0.0037
2026-04-04,iOS,CA,priority_rec_viewed,5093,5045,0.9907,4,0,0.0019
2026-04-04,iOS,CA,priority_rec_saved,2638,2614,0.991,4,0,0.0051
2026-04-04,iOS,CA,paywall_viewed,517,515,0.9968,4,0,0.0034
2026-04-04,iOS,CA,checkout_started,171,168,0.9802,4,0,0.0024
2026-04-04,iOS,CA,payment_completed,156,155,0.992,4,0,0.0059
2026-04-04,iOS,CA,subscription_activated,155,154,0.9918,4,0,0.003
2026-04-04,Android,US,priority_rec_impression,24288,23496,0.9674,4,0,0.0064
2026-04-04,Android,US,priority_rec_viewed,18022,17884,0.9924,4,0,0.0032
2026-04-04,Android,US,priority_rec_saved,9335,9230,0.9887,4,0,0.0039
2026-04-04,Android,US,paywall_viewed,1830,1788,0.9769,4,0,0.0029
2026-04-04,Android,US,checkout_started,606,597,0.9864,4,0,0.0016
2026-04-04,Android,US,payment_completed,553,545,0.9851,4,0,0.0085
2026-04-04,Android,US,subscription_activated,550,536,0.976,4,0,0.0025
2026-04-04,Android,GB,priority_rec_impression,12672,12623,0.9961,4,0,0.0027
2026-04-04,Android,GB,priority_rec_viewed,9403,9206,0.9791,4,0,0.0043
2026-04-04,Android,GB,priority_rec_saved,4871,4825,0.9907,4,0,0.0055
2026-04-04,Android,GB,paywall_viewed,955,947,0.9915,4,0,0.0038
2026-04-04,Android,GB,checkout_started,316,316,0.9995,4,0,0.0048
2026-04-04,Android,GB,payment_completed,288,284,0.9831,4,0,0.004
2026-04-04,Android,GB,subscription_activated,287,286,0.9971,4,0,0.0026
2026-04-04,Android,DE,priority_rec_impression,9504,9327,0.9814,4,0,0.0046
2026-04-04,Android,DE,priority_rec_viewed,7052,6948,0.9853,4,0,0.0059
2026-04-04,Android,DE,priority_rec_saved,3653,3593,0.9837,4,0,0.0016
2026-04-04,Android,DE,paywall_viewed,716,704,0.983,4,0,0.0076
2026-04-04,Android,DE,checkout_started,237,237,0.9995,4,0,0.0062
2026-04-04,Android,DE,payment_completed,216,214,0.9881,4,0,0.0029
2026-04-04,Android,DE,subscription_activated,215,211,0.9834,4,0,0.0
2026-04-04,Android,CA,priority_rec_impression,6336,6242,0.9851,4,0,0.0024
2026-04-04,Android,CA,priority_rec_viewed,4701,4663,0.9918,4,0,0.0018
2026-04-04,Android,CA,priority_rec_saved,2435,2407,0.9882,4,0,0.0036
2026-04-04,Android,CA,paywall_viewed,477,466,0.9771,4,0,0.0054
2026-04-04,Android,CA,checkout_started,158,154,0.9734,4,0,0.0048
2026-04-04,Android,CA,payment_completed,144,142,0.9849,4,0,0.0039
2026-04-04,Android,CA,subscription_activated,143,142,0.9872,4,0,0.0033
2026-04-05,iOS,US,priority_rec_impression,27341,27029,0.9886,4,0,0.0074
2026-04-05,iOS,US,priority_rec_viewed,20287,20004,0.986,4,0,0.0033
2026-04-05,iOS,US,priority_rec_saved,10509,10455,0.9949,4,0,0.0044
2026-04-05,iOS,US,paywall_viewed,2060,2042,0.9914,4,0,0.0044
2026-04-05,iOS,US,checkout_started,682,670,0.9824,4,0,0.0046
2026-04-05,iOS,US,payment_completed,622,610,0.9801,4,0,0.0052
2026-04-05,iOS,US,subscription_activated,619,610,0.9862,4,0,0.0064
2026-04-05,iOS,GB,priority_rec_impression,14265,14165,0.993,4,0,0.0065
2026-04-05,iOS,GB,priority_rec_viewed,10584,10491,0.9912,4,0,0.0007
2026-04-05,iOS,GB,priority_rec_saved,5483,5454,0.9948,4,0,0.0081
2026-04-05,iOS,GB,paywall_viewed,1075,1062,0.9885,4,0,0.0005
2026-04-05,iOS,GB,checkout_started,356,348,0.9795,4,0,0.0044
2026-04-05,iOS,GB,payment_completed,325,325,0.9995,4,0,0.0061
2026-04-05,iOS,GB,subscription_activated,323,321,0.9946,4,0,0.0046
2026-04-05,iOS,DE,priority_rec_impression,10698,10631,0.9937,4,0,0.0095
2026-04-05,iOS,DE,priority_rec_viewed,7938,7798,0.9823,4,0,0.0033
2026-04-05,iOS,DE,priority_rec_saved,4112,4026,0.9791,4,0,0.0028
2026-04-05,iOS,DE,paywall_viewed,806,800,0.9928,4,0,0.0046
2026-04-05,iOS,DE,checkout_started,267,262,0.9826,4,0,0.0059
2026-04-05,iOS,DE,payment_completed,244,242,0.9951,4,0,0.0054
2026-04-05,iOS,DE,subscription_activated,242,237,0.9791,4,0,0.0046
2026-04-05,iOS,CA,priority_rec_impression,7132,7033,0.9861,4,0,0.0044
2026-04-05,iOS,CA,priority_rec_viewed,5292,5217,0.9858,4,0,0.0038
2026-04-05,iOS,CA,priority_rec_saved,2741,2703,0.986,4,0,0.0045
2026-04-05,iOS,CA,paywall_viewed,537,534,0.9946,4,0,0.0025
2026-04-05,iOS,CA,checkout_started,178,175,0.9851,4,0,0.005
2026-04-05,iOS,CA,payment_completed,162,160,0.9853,4,0,0.0052
2026-04-05,iOS,CA,subscription_activated,161,160,0.9914,4,0,0.002
2026-04-05,Android,US,priority_rec_impression,25237,24893,0.9863,4,0,0.0053
2026-04-05,Android,US,priority_rec_viewed,18726,18479,0.9868,4,0,0.0027
2026-04-05,Android,US,priority_rec_saved,9700,9665,0.9963,4,0,0.0026
2026-04-05,Android,US,paywall_viewed,1901,1874,0.9855,4,0,0.0034
2026-04-05,Android,US,checkout_started,629,625,0.9938,4,0,0.0035
2026-04-05,Android,US,payment_completed,575,565,0.983,4,0,0.0008
2026-04-05,Android,US,subscription_activated,571,567,0.9921,4,0,0.0033
2026-04-05,Android,GB,priority_rec_impression,13167,13025,0.9892,4,0,0.0039
2026-04-05,Android,GB,priority_rec_viewed,9770,9703,0.9932,4,0,0.0064
2026-04-05,Android,GB,priority_rec_saved,5061,4958,0.9796,4,0,0.0005
2026-04-05,Android,GB,paywall_viewed,992,983,0.9913,4,0,0.005
2026-04-05,Android,GB,checkout_started,328,325,0.9903,4,0,0.0054
2026-04-05,Android,GB,payment_completed,300,298,0.9949,4,0,0.0042
2026-04-05,Android,GB,subscription_activated,298,297,0.9979,4,0,0.0011
2026-04-05,Android,DE,priority_rec_impression,9876,9739,0.9862,4,0,0.0058
2026-04-05,Android,DE,priority_rec_viewed,7328,7263,0.9912,4,0,0.006
2026-04-05,Android,DE,priority_rec_saved,3796,3752,0.9885,4,0,0.0013
2026-04-05,Android,DE,paywall_viewed,744,738,0.9924,4,0,0.0046
2026-04-05,Android,DE,checkout_started,246,242,0.9837,4,0,0.0055
2026-04-05,Android,DE,payment_completed,225,223,0.9913,4,0,0.0034
2026-04-05,Android,DE,subscription_activated,223,221,0.9904,4,0,0.0028
2026-04-05,Android,CA,priority_rec_impression,6584,6534,0.9925,4,0,0.0008
2026-04-05,Android,CA,priority_rec_viewed,4885,4845,0.9918,4,0,0.0067
2026-04-05,Android,CA,priority_rec_saved,2530,2529,0.9995,4,0,0.0039
2026-04-05,Android,CA,paywall_viewed,496,487,0.9817,4,0,0.0009
2026-04-05,Android,CA,checkout_started,164,161,0.9819,4,0,0.0037
2026-04-05,Android,CA,payment_completed,150,149,0.9917,4,0,0.0029
2026-04-05,Android,CA,subscription_activated,149,146,0.9788,4,0,0.0074
2026-04-06,iOS,US,priority_rec_impression,27595,27377,0.9921,4,0,0.0057
2026-04-06,iOS,US,priority_rec_viewed,20475,20168,0.985,4,0,0.0029
2026-04-06,iOS,US,priority_rec_saved,10606,10591,0.9986,4,0,0.0045
2026-04-06,iOS,US,paywall_viewed,2079,2045,0.9838,4,0,0.0016
2026-04-06,iOS,US,checkout_started,688,679,0.9861,4,0,0.0066
2026-04-06,iOS,US,payment_completed,628,612,0.9746,4,0,0.004
2026-04-06,iOS,US,subscription_activated,624,622,0.996,4,0,0.0007
2026-04-06,iOS,GB,priority_rec_impression,14397,14216,0.9874,4,0,0.0047
2026-04-06,iOS,GB,priority_rec_viewed,10683,10433,0.9766,4,0,0.0039
2026-04-06,iOS,GB,priority_rec_saved,5534,5430,0.9813,4,0,0.0061
2026-04-06,iOS,GB,paywall_viewed,1085,1073,0.9896,4,0,0.0028
2026-04-06,iOS,GB,checkout_started,359,357,0.9933,4,0,0.0073
2026-04-06,iOS,GB,payment_completed,328,325,0.9902,4,0,0.0053
