date,platform,market,funnel_step,step_index,observed_count
2026-04-24,iOS,US,feature_impression,0,0
2026-04-24,iOS,US,intro_viewed,1,0
2026-04-24,iOS,US,intro_sent,2,0
2026-04-24,iOS,US,paywall_viewed,3,0
2026-04-24,iOS,US,checkout_started,4,0
2026-04-24,iOS,US,payment_completed,5,0
2026-04-24,iOS,US,subscription_activated,6,0
2026-04-24,iOS,GB,feature_impression,0,0
2026-04-24,iOS,GB,intro_viewed,1,0
2026-04-24,iOS,GB,intro_sent,2,0
2026-04-24,iOS,GB,paywall_viewed,3,0
2026-04-24,iOS,GB,checkout_started,4,0
2026-04-24,iOS,GB,payment_completed,5,0
2026-04-24,iOS,GB,subscription_activated,6,0
2026-04-24,iOS,CA,feature_impression,0,0
2026-04-24,iOS,CA,intro_viewed,1,0
2026-04-24,iOS,CA,intro_sent,2,0
2026-04-24,iOS,CA,paywall_viewed,3,0
2026-04-24,iOS,CA,checkout_started,4,0
2026-04-24,iOS,CA,payment_completed,5,0
2026-04-24,iOS,CA,subscription_activated,6,0
2026-04-24,Android,US,feature_impression,0,0
2026-04-24,Android,US,intro_viewed,1,0
2026-04-24,Android,US,intro_sent,2,0
2026-04-24,Android,US,paywall_viewed,3,0
2026-04-24,Android,US,checkout_started,4,0
2026-04-24,Android,US,payment_completed,5,0
2026-04-24,Android,US,subscription_activated,6,0
2026-04-24,Android,GB,feature_impression,0,0
2026-04-24,Android,GB,intro_viewed,1,0
2026-04-24,Android,GB,intro_sent,2,0
2026-04-24,Android,GB,paywall_viewed,3,0
2026-04-24,Android,GB,checkout_started,4,0
2026-04-24,Android,GB,payment_completed,5,0
2026-04-24,Android,GB,subscription_activated,6,0
2026-04-24,Android,CA,feature_impression,0,0
2026-04-24,Android,CA,intro_viewed,1,0
2026-04-24,Android,CA,intro_sent,2,0
2026-04-24,Android,CA,paywall_viewed,3,0
2026-04-24,Android,CA,checkout_started,4,0
2026-04-24,Android,CA,payment_completed,5,0
2026-04-24,Android,CA,subscription_activated,6,0
2026-04-25,iOS,US,feature_impression,0,0
2026-04-25,iOS,US,intro_viewed,1,0
2026-04-25,iOS,US,intro_sent,2,0
2026-04-25,iOS,US,paywall_viewed,3,0
2026-04-25,iOS,US,checkout_started,4,0
2026-04-25,iOS,US,payment_completed,5,0
2026-04-25,iOS,US,subscription_activated,6,0
2026-04-25,iOS,GB,feature_impression,0,0
2026-04-25,iOS,GB,intro_viewed,1,0
2026-04-25,iOS,GB,intro_sent,2,0
2026-04-25,iOS,GB,paywall_viewed,3,0
2026-04-25,iOS,GB,checkout_started,4,0
2026-04-25,iOS,GB,payment_completed,5,0
2026-04-25,iOS,GB,subscription_activated,6,0
2026-04-25,iOS,CA,feature_impression,0,0
2026-04-25,iOS,CA,intro_viewed,1,0
2026-04-25,iOS,CA,intro_sent,2,0
2026-04-25,iOS,CA,paywall_viewed,3,0
2026-04-25,iOS,CA,checkout_started,4,0
2026-04-25,iOS,CA,payment_completed,5,0
2026-04-25,iOS,CA,subscription_activated,6,0
2026-04-25,Android,US,feature_impression,0,0
2026-04-25,Android,US,intro_viewed,1,0
2026-04-25,Android,US,intro_sent,2,0
2026-04-25,Android,US,paywall_viewed,3,0
2026-04-25,Android,US,checkout_started,4,0
2026-04-25,Android,US,payment_completed,5,0
2026-04-25,Android,US,subscription_activated,6,0
2026-04-25,Android,GB,feature_impression,0,0
2026-04-25,Android,GB,intro_viewed,1,0
2026-04-25,Android,GB,intro_sent,2,0
2026-04-25,Android,GB,paywall_viewed,3,0
2026-04-25,Android,GB,checkout_started,4,0
2026-04-25,Android,GB,payment_completed,5,0
2026-04-25,Android,GB,subscription_activated,6,0
2026-04-25,Android,CA,feature_impression,0,0
2026-04-25,Android,CA,intro_viewed,1,0
2026-04-25,Android,CA,intro_sent,2,0
2026-04-25,Android,CA,paywall_viewed,3,0
2026-04-25,Android,CA,checkout_started,4,0
2026-04-25,Android,CA,payment_completed,5,0
2026-04-25,Android,CA,subscription_activated,6,0
2026-04-26,iOS,US,feature_impression,0,0
2026-04-26,iOS,US,intro_viewed,1,0
2026-04-26,iOS,US,intro_sent,2,0
2026-04-26,iOS,US,paywall_viewed,3,0
2026-04-26,iOS,US,checkout_started,4,0
2026-04-26,iOS,US,payment_completed,5,0
2026-04-26,iOS,US,subscription_activated,6,0
2026-04-26,iOS,GB,feature_impression,0,0
2026-04-26,iOS,GB,intro_viewed,1,0
2026-04-26,iOS,GB,intro_sent,2,0
2026-04-26,iOS,GB,paywall_viewed,3,0
2026-04-26,iOS,GB,checkout_started,4,0
2026-04-26,iOS,GB,payment_completed,5,0
2026-04-26,iOS,GB,subscription_activated,6,0
2026-04-26,iOS,CA,feature_impression,0,0
2026-04-26,iOS,CA,intro_viewed,1,0
2026-04-26,iOS,CA,intro_sent,2,0
2026-04-26,iOS,CA,paywall_viewed,3,0
2026-04-26,iOS,CA,checkout_started,4,0
2026-04-26,iOS,CA,payment_completed,5,0
2026-04-26,iOS,CA,subscription_activated,6,0
2026-04-26,Android,US,feature_impression,0,0
2026-04-26,Android,US,intro_viewed,1,0
2026-04-26,Android,US,intro_sent,2,0
2026-04-26,Android,US,paywall_viewed,3,0
